Fecha (UTC) 	Latitud [º] 	Longitud [º] 	Profundidad [km] 	Magnitud [*] 
2015-12-16 00:35:59 	-27.28 	-70.0 	104 	4.1
2015-06-10 00:56:02 	-20.14 	-69.23 	98 	4.2
2015-05-29 04:28:16 	-28.22 	-70.64 	43 	5.5
2015-05-24 01:22:04 	-20.21 	-68.87 	129 	4.4
2015-03-14 01:23:14 	-20.45 	-70.15 	18 	4.1
2015-10-06 06:07:32 	-25.21 	-70.19 	43 	4.4
2015-08-25 06:16:40 	-29.8 	-71.2 	63 	4.5
2015-12-27 12:34:28 	-20.69 	-68.8 	105 	4.5
2015-08-23 20:20:12 	-20.36 	-70.28 	46 	4.2
2015-10-03 13:48:11 	-29.99 	-71.53 	26 	4.7
2015-07-28 12:52:41 	-22.85 	-69.34 	83 	4.2
2015-06-04 19:49:52 	-23.14 	-69.65 	61 	4.3
2015-10-03 19:43:20 	-29.45 	-71.13 	55 	4.3
2015-07-16 10:48:05 	-29.53 	-71.75 	31 	5.3
2015-11-11 02:23:41 	-29.46 	-71.76 	15 	5.1
2015-10-25 13:13:45 	-29.72 	-71.2 	44 	4.7
2015-04-01 08:17:26 	-29.35 	-71.66 	40 	5.5
2015-12-15 04:51:03 	-29.35 	-71.99 	23 	4.7
2015-10-01 14:00:52 	-29.74 	-71.31 	52 	4.3
2015-02-22 05:40:21 	-20.04 	-70.94 	43 	4.5
2015-09-19 06:27:13 	-28.85 	-71.31 	45 	4.9
2015-02-23 14:36:14 	-29.16 	-70.68 	85 	4.2
2015-10-20 04:01:27 	-29.98 	-71.02 	85 	4
2015-12-10 07:50:03 	-20.66 	-69.19 	105 	4.2
2015-09-14 06:04:56 	-25.04 	-70.48 	56 	4.6
2015-11-11 02:46:16 	-29.55 	-72.26 	12 	6.9
2015-05-23 13:09:46 	-20.19 	-70.81 	27 	4.6
2015-06-22 11:42:07 	-21.78 	-68.42 	134 	5.3
2015-02-08 06:04:16 	-22.65 	-70.4 	42 	4.1
2015-08-21 06:04:30 	-20.62 	-69.13 	109 	4.5
2015-08-25 04:56:41 	-20.37 	-69.05 	101 	4.2
2015-12-03 14:55:39 	-22.52 	-68.81 	87 	4.2
2015-12-23 15:45:00 	-20.35 	-68.94 	106 	4.5
2015-12-27 21:59:13 	-20.71 	-69.26 	103 	4.1
2015-01-09 11:48:29 	-20.4 	-69.03 	110 	5.2
2015-01-10 17:55:03 	-21.63 	-68.66 	110 	5.3
2015-01-14 21:57:49 	-22.39 	-70.22 	71 	4.4
2015-02-02 15:22:12 	-22.27 	-70.8 	40 	5
2015-03-03 12:45:19 	-20.36 	-69.14 	106 	5.2
2015-03-15 02:59:47 	-21.97 	-68.86 	103 	4.9
2015-03-24 22:46:52 	-20.68 	-70.78 	16 	4.8
2015-03-28 16:36:53 	-22.19 	-68.7 	112 	5.8
2015-04-13 22:16:18 	-21.11 	-68.7 	129 	5.1
2015-05-15 06:05:21 	-29.57 	-71.24 	66 	4.5
2015-05-26 10:32:00 	-22.06 	-68.52 	134 	5.7
2015-06-10 13:52:09 	-22.43 	-68.58 	130 	6
2015-07-06 03:05:15 	-20.91 	-69.25 	106 	4.3
2015-07-24 23:14:40 	-20.29 	-70.17 	38 	5.3
2015-08-04 11:11:53 	-20.59 	-69.26 	108 	4.7
2015-08-24 01:18:43 	-20.41 	-69.14 	112 	4.9
2015-09-24 07:14:44 	-20.21 	-69.15 	100 	4.8
2015-09-25 03:21:57 	-20.91 	-69.22 	91 	5.3
2015-10-14 12:56:09 	-22.57 	-68.71 	109 	4
2015-10-16 04:43:58 	-20.07 	-68.89 	115 	4.8
2015-10-21 14:39:18 	-20.37 	-69.3 	100 	4.8
2015-10-25 05:46:23 	-20.39 	-68.97 	111 	4.6
2015-11-01 15:16:16 	-23.23 	-68.53 	115 	5.9
2015-11-09 04:46:27 	-23.48 	-69.03 	116 	5.4
2015-11-10 17:48:22 	-22.25 	-68.81 	126 	5.4
2015-11-27 21:00:21 	-24.78 	-70.55 	37 	6.3
2015-12-05 10:29:18 	-22.54 	-70.32 	39 	4.7
2015-12-23 23:53:34 	-20.54 	-69.22 	112 	4.4
2015-08-23 23:10:03 	-29.72 	-71.25 	50 	6
2015-09-17 16:08:09 	-29.85 	-70.48 	39 	5.3
2016-10-25 07:18:22 	-26.75 	-71.07 	15 	4.9
2016-03-07 06:01:21 	-27.02 	-70.83 	58 	4.3
2016-06-05 09:30:53 	-29.37 	-71.65 	53 	4.2
2016-05-08 19:06:01 	-24.71 	-69.47 	88 	5
2016-07-10 20:00:39 	-21.14 	-68.87 	110 	4.7
2016-11-14 22:00:31 	-21.15 	-69.97 	49 	4.4
2016-09-22 09:51:27 	-20.21 	-69.25 	100 	4.1
2016-09-24 20:27:20 	-21.59 	-68.53 	114 	4.9
2016-11-08 14:13:58 	-25.43 	-70.03 	57 	4.9
2016-02-24 19:10:01 	-29.8 	-71.48 	38 	4.7
2016-12-26 01:03:33 	-28.41 	-71.35 	40 	4.2
2016-01-14 00:29:40 	-28.65 	-70.08 	110 	4.2
2016-08-08 16:08:15 	-24.12 	-68.23 	135 	5
2016-02-01 21:27:29 	-20.16 	-70.49 	36 	4.3
2016-08-14 10:23:57 	-20.65 	-69.12 	111 	4.4
2016-10-14 18:09:34 	-21.89 	-68.42 	116 	4.6
2016-06-14 22:42:25 	-21.13 	-68.92 	114 	4.6
2016-06-23 10:47:49 	-20.47 	-68.89 	107 	4.3
2016-10-02 01:39:24 	-21.29 	-68.84 	114 	4.1
2016-03-12 20:48:37 	-21.07 	-70.1 	74 	4
2016-04-02 15:13:31 	-29.85 	-71.27 	45 	4.1
2016-07-03 09:22:17 	-21.09 	-68.79 	114 	4
2016-10-06 00:47:44 	-20.25 	-69.18 	94 	4.4
2016-07-06 22:59:10 	-20.43 	-69.31 	94 	4.6
2016-01-28 20:36:04 	-29.73 	-71.63 	49 	4.2
2016-09-27 17:07:28 	-23.09 	-70.6 	30 	4.7
2016-01-05 17:45:55 	-20.01 	-69.15 	101 	4.1
2016-10-27 00:59:34 	-22.2 	-68.45 	127 	4.8
2016-03-14 04:23:20 	-26.14 	-70.64 	39 	4.4
2016-11-02 07:21:32 	-22.47 	-68.51 	134 	5
2016-08-14 13:28:43 	-20.21 	-69.27 	105 	5.1
2016-08-19 12:06:46 	-21.05 	-70.25 	38 	4.2
2016-11-07 06:53:13 	-28.12 	-70.71 	54 	4.1
2016-03-04 07:58:19 	-20.89 	-70.44 	61 	4.2
2016-01-17 17:05:39 	-26.44 	-70.87 	55 	4.2
2016-08-19 05:59:24 	-20.59 	-68.92 	110 	4.6
2016-07-05 02:29:03 	-20.16 	-71.01 	30 	4.9
2016-09-07 20:03:23 	-20.05 	-69.09 	113 	5.3
2016-09-15 15:37:52 	-20.36 	-69.54 	72 	4.4
2016-02-24 17:02:04 	-29.96 	-71.66 	39 	4.7
2016-12-12 06:58:18 	-29.76 	-71.31 	51 	4.3
2016-09-08 02:34:04 	-21.8 	-68.62 	121 	5
2016-03-11 03:45:29 	-25.84 	-70.27 	66 	4.2
2016-06-07 19:01:45 	-25.87 	-69.49 	84 	4.1
2016-05-11 17:59:39 	-27.95 	-71.13 	29 	4.6
2016-09-03 01:00:58 	-22.13 	-69.89 	72 	4.3
2016-07-16 03:25:39 	-21.35 	-69.98 	39 	4.3
2016-10-31 05:44:33 	-22.43 	-68.64 	105 	5.1
2016-09-27 16:50:00 	-23.1 	-70.61 	36 	4.6
2016-08-03 07:41:38 	-21.24 	-69.47 	74 	4.1
2016-09-11 21:03:52 	-23.04 	-69.06 	78 	4.5
2016-12-27 11:22:19 	-20.48 	-68.83 	111 	4.2
2016-06-02 23:08:48 	-21.11 	-68.91 	113 	4.1
2016-08-28 16:32:04 	-27.68 	-71.23 	35 	4.6
2016-11-30 13:14:11 	-21.07 	-68.7 	112 	4.9
2016-11-16 18:33:20 	-20.78 	-69.17 	109 	4.2
2016-11-13 14:50:38 	-28.88 	-71.38 	31 	4.6
2016-11-17 19:39:20 	-26.32 	-70.69 	34 	4.1
2016-08-12 17:07:29 	-20.57 	-69.17 	105 	4
2016-06-21 00:22:00 	-23.76 	-70.33 	50 	4.1
2016-07-04 23:02:24 	-20.71 	-69.13 	90 	5
2016-09-24 02:56:15 	-29.99 	-71.36 	47 	4.3
2016-07-24 23:03:11 	-22.68 	-68.58 	111 	4.3
2016-07-25 03:49:48 	-22.39 	-68.61 	114 	4.4
2016-11-22 17:53:43 	-22.19 	-68.73 	102 	4
2016-11-23 16:56:24 	-22.54 	-68.72 	115 	4.3
2016-11-23 17:36:16 	-22.15 	-68.68 	113 	4.6
2016-01-06 12:41:08 	-21.61 	-70.34 	37 	4.5
2016-02-03 09:07:14 	-21.27 	-69.62 	44 	4.2
2016-03-04 20:48:35 	-21.31 	-69.72 	65 	4.1
2016-04-26 19:58:16 	-21.07 	-68.57 	126 	4.7
2016-01-17 15:28:40 	-21.34 	-68.89 	91 	5
2016-01-19 11:39:40 	-22.97 	-69.01 	96 	5.1
2016-02-18 09:18:42 	-20.31 	-69.17 	100 	4.5
2016-02-25 15:35:07 	-23.05 	-69.05 	95 	5.3
2016-03-03 20:21:08 	-20.3 	-68.95 	101 	4.5
2016-03-04 18:58:33 	-20.66 	-71.02 	20 	4.5
2016-03-05 17:31:51 	-20.73 	-69.69 	35 	4.4
2016-03-10 23:47:50 	-24.77 	-70.64 	36 	4
2016-03-11 07:02:16 	-23.08 	-68.9 	102 	5
2016-03-14 15:28:24 	-20.9 	-68.91 	105 	4.5
2016-03-31 07:53:28 	-22.62 	-68.75 	125 	5
2016-04-01 03:13:20 	-20.32 	-69.93 	52 	4.6
2016-04-07 07:03:07 	-20.42 	-68.83 	108 	4.7
2016-06-01 07:53:07 	-22.68 	-68.66 	96 	4.5
2016-06-17 03:30:54 	-23.02 	-69.0 	93 	4.4
2016-06-24 21:29:17 	-25.74 	-69.35 	124 	5.8
2016-08-16 02:58:38 	-22.47 	-68.79 	117 	5.1
2016-08-26 10:08:36 	-25.1 	-70.4 	60 	4.1
2016-09-07 12:01:12 	-24.87 	-70.76 	18 	4.1
2016-09-20 13:24:43 	-23.58 	-68.19 	134 	5.1
2016-10-30 04:49:40 	-25.18 	-70.39 	61 	5.4
2016-04-30 02:49:08 	-29.82 	-71.98 	33 	4.8
2016-05-26 20:36:50 	-29.96 	-71.88 	17 	4.8
2016-08-15 17:50:16 	-28.88 	-71.5 	44 	4.1
2016-11-17 18:30:43 	-28.39 	-70.47 	82 	4.3
2016-12-01 00:21:41 	-28.74 	-70.22 	105 	4
2016-04-03 06:02:04 	-28.98 	-70.16 	108 	4.7
2016-04-16 06:05:23 	-26.49 	-70.04 	73 	5.3
2016-04-18 04:25:59 	-29.54 	-70.99 	50 	4.5
2016-05-15 09:42:13 	-29.19 	-69.67 	124 	4.5
2016-06-05 05:51:10 	-29.32 	-71.82 	40 	5.6
2016-07-25 17:26:49 	-26.11 	-70.48 	60 	6
2016-08-18 00:11:22 	-27.53 	-70.72 	55 	4
2016-08-31 16:02:06 	-29.61 	-70.68 	94 	4.1
2016-10-05 06:17:25 	-29.29 	-70.31 	108 	4.6
2016-10-08 04:43:46 	-29.43 	-71.07 	62 	4.2
2016-10-11 12:52:06 	-28.39 	-70.47 	80 	4.2
2016-10-26 12:18:03 	-27.72 	-70.16 	88 	4.2
2016-11-23 16:43:33 	-29.95 	-71.38 	47 	4.5
2016-11-30 17:51:28 	-28.74 	-70.5 	89 	4.1
2017-02-05 18:58:35 	-21.2 	-68.72 	124 	4.6
2017-05-05 06:50:56 	-28.72 	-71.55 	36 	4.8
2017-01-09 00:40:35 	-29.69 	-71.18 	45 	4.1
2017-05-28 18:47:12 	-21.14 	-68.57 	131 	4.9
2017-05-08 00:14:46 	-21.34 	-68.89 	115 	4.4
2017-05-05 03:41:13 	-28.71 	-71.49 	20 	4.7
2017-03-16 04:12:06 	-21.52 	-68.39 	123 	4.5
2017-05-06 16:10:40 	-20.01 	-69.2 	94 	4.5
2017-08-24 09:13:25 	-28.5 	-71.2 	35 	4.1
2017-11-18 16:26:17 	-21.97 	-68.68 	98 	4.5
2017-01-26 01:41:26 	-25.73 	-69.45 	87 	4.4
2017-04-04 13:01:50 	-20.31 	-70.2 	40 	4.1
2017-11-09 05:46:07 	-28.32 	-71.23 	54 	4.3
2017-05-22 01:10:44 	-20.37 	-68.97 	110 	4.3
2017-09-26 14:07:21 	-28.38 	-71.2 	32 	4.1
2017-02-12 16:21:12 	-27.95 	-71.24 	34 	5.1
2017-10-08 12:36:29 	-20.39 	-68.89 	104 	4
2017-01-25 09:11:07 	-21.23 	-68.66 	121 	4
2017-04-15 21:26:39 	-28.43 	-71.31 	44 	4.3
2017-05-14 19:44:25 	-20.84 	-68.73 	115 	5.9
2017-06-08 13:48:52 	-22.09 	-70.11 	67 	5
2017-01-26 23:53:43 	-20.32 	-68.99 	107 	4.3
2017-04-26 21:59:00 	-20.95 	-69.04 	103 	4.3
2017-01-28 13:39:04 	-26.66 	-70.96 	55 	4.7
2017-09-25 12:24:50 	-28.37 	-71.18 	32 	4.6
2017-05-13 19:44:43 	-21.76 	-70.36 	40 	4
2017-06-15 23:48:09 	-21.16 	-68.88 	111 	4
2017-02-06 08:03:09 	-20.94 	-69.01 	95 	4.7
2017-04-09 03:05:29 	-25.78 	-69.56 	109 	5.2
2017-01-31 06:20:27 	-25.22 	-70.36 	56 	4
2017-08-20 06:15:47 	-25.53 	-70.66 	51 	4.2
2017-09-29 18:08:56 	-29.94 	-71.58 	38 	4.2
2017-04-17 21:14:29 	-22.38 	-69.79 	62 	4.8
2017-12-02 09:30:23 	-28.41 	-70.19 	112 	4.2
2017-09-04 10:10:43 	-29.22 	-71.32 	63 	4.1
2017-08-02 21:30:26 	-28.49 	-71.22 	49 	4.5
2017-03-18 22:26:47 	-20.29 	-68.72 	117 	4.6
2017-08-20 15:13:21 	-20.31 	-69.04 	105 	4.6
2017-03-21 15:01:59 	-21.62 	-68.48 	127 	5.1
2017-05-17 00:42:20 	-22.02 	-70.02 	51 	4.3
2017-07-26 10:11:02 	-23.99 	-69.52 	77 	4.9
2017-04-26 08:09:54 	-20.44 	-69.12 	93 	4.5
2017-11-07 12:17:39 	-29.46 	-71.29 	45 	4.1
2017-03-23 08:33:03 	-20.83 	-69.02 	105 	4
2017-06-20 19:59:11 	-20.66 	-69.83 	57 	4.2
2017-11-23 13:58:44 	-21.25 	-68.42 	124 	4.3
2017-09-27 09:01:07 	-29.43 	-71.27 	40 	4.1
2017-08-10 12:43:02 	-20.79 	-68.93 	102 	4
2017-02-17 09:17:54 	-23.32 	-70.4 	54 	4.4
2017-06-03 22:21:44 	-21.87 	-68.77 	120 	5.2
2017-03-30 19:35:45 	-20.41 	-69.13 	109 	4.4
2017-01-05 16:24:43 	-22.06 	-70.28 	35 	4.1
2017-07-13 15:38:09 	-21.38 	-68.64 	124 	4.8
2017-07-02 15:52:58 	-21.89 	-68.64 	112 	5.5
2017-06-10 12:11:59 	-20.85 	-69.12 	105 	4
2017-07-20 07:20:47 	-22.01 	-70.39 	45 	4.1
2017-01-02 10:56:08 	-21.24 	-70.22 	66 	4.4
2017-04-18 01:48:43 	-21.82 	-68.41 	124 	4.8
2017-01-11 22:13:56 	-22.8 	-69.78 	69 	4.3
2017-01-15 08:48:26 	-22.5 	-68.75 	115 	4.9
2017-01-27 13:23:31 	-22.48 	-68.67 	110 	4.9
2017-02-18 18:58:21 	-22.11 	-68.74 	97 	4.3
2017-04-19 03:39:54 	-22.33 	-68.82 	117 	4.2
2017-05-31 17:38:51 	-22.7 	-68.53 	127 	4.9
2017-06-09 04:20:18 	-22.57 	-68.9 	126 	4.2
2017-06-17 15:36:00 	-22.75 	-68.85 	100 	4.6
2017-06-25 14:14:06 	-22.37 	-68.8 	101 	4.6
2017-07-24 04:21:44 	-21.91 	-68.58 	110 	4.8
2017-07-25 03:18:36 	-22.74 	-69.15 	91 	4.4
2017-08-12 01:17:39 	-22.55 	-68.88 	91 	4.7
2017-10-02 22:07:54 	-22.21 	-68.73 	112 	4.6
2017-09-07 08:05:54 	-20.84 	-69.11 	112 	4
2017-10-14 23:48:38 	-21.07 	-68.75 	116 	4.2
2017-11-02 19:00:40 	-23.16 	-69.93 	54 	4.4
2017-11-08 11:50:17 	-24.0 	-69.29 	94 	4.3
2017-11-14 03:59:04 	-20.2 	-69.21 	91 	4.3
2017-12-26 00:05:14 	-23.98 	-69.35 	95 	4.6
2017-12-30 16:18:29 	-21.23 	-68.68 	119 	4.2
2017-01-11 21:58:18 	-22.79 	-69.83 	73 	5.8
2017-04-14 18:03:24 	-22.49 	-68.82 	122 	5.2
2017-04-15 08:19:43 	-23.24 	-68.05 	156 	6.2
2017-06-06 17:35:10 	-22.93 	-68.75 	98 	5.5
2017-07-19 23:22:28 	-23.84 	-69.2 	95 	5.4
2017-07-22 06:29:50 	-21.18 	-69.15 	44 	5.4
2017-10-09 01:41:55 	-21.23 	-68.74 	118 	4.5
2017-10-15 02:54:58 	-22.76 	-68.94 	107 	4.9
2017-11-07 08:11:17 	-22.14 	-68.66 	129 	5.1
2017-11-27 04:21:17 	-22.51 	-70.54 	28 	4.2
2017-09-17 21:21:37 	-20.24 	-69.25 	96 	4.1
2017-10-05 08:11:37 	-22.37 	-68.54 	115 	5.8
2017-10-13 02:23:30 	-20.29 	-69.14 	91 	4
2017-10-21 16:19:03 	-20.76 	-69.69 	55 	4
2017-11-04 19:03:27 	-20.0 	-69.13 	98 	4.1
2017-11-18 10:01:28 	-20.75 	-69.13 	108 	5
2017-11-22 04:00:27 	-20.5 	-68.92 	103 	4.3
2017-11-25 21:18:26 	-20.01 	-70.8 	44 	4
2017-12-17 01:19:27 	-20.24 	-69.15 	100 	4.5
2017-03-11 07:00:32 	-29.2 	-69.5 	130 	4.7
2017-05-01 19:43:47 	-29.31 	-70.33 	84 	4.1
2017-07-13 15:26:33 	-28.87 	-69.44 	115 	4.7
2017-07-26 11:53:29 	-29.54 	-69.5 	132 	4.5
2017-09-13 14:59:55 	-28.02 	-69.31 	120 	4
2017-12-31 17:53:40 	-29.27 	-71.56 	62 	4
2017-01-01 03:25:38 	-29.7 	-71.19 	47 	4.4
2017-02-26 08:59:16 	-28.95 	-71.3 	38 	4.8
2017-03-20 00:39:23 	-28.8 	-70.88 	74 	4.4
2017-04-08 15:39:09 	-25.85 	-70.94 	38 	4.5
2017-04-11 13:39:43 	-27.64 	-70.05 	82 	5.3
2017-04-27 04:55:01 	-28.64 	-70.64 	71 	4.3
2017-05-10 08:17:44 	-27.41 	-69.56 	113 	4.2
2017-06-04 00:07:28 	-27.84 	-71.07 	41 	4.7
2017-06-23 00:43:40 	-27.5 	-70.53 	57 	4
2017-08-01 06:13:55 	-28.54 	-69.29 	139 	5.6
2017-08-02 20:03:29 	-28.48 	-71.21 	42 	5.4
2017-09-24 02:30:00 	-27.97 	-71.17 	37 	4.8
2017-10-01 10:24:36 	-28.4 	-70.75 	72 	4.3
2017-10-09 06:13:32 	-27.84 	-70.09 	98 	4.1
2017-10-10 01:56:24 	-27.72 	-70.21 	75 	4
2017-12-19 13:14:36 	-26.05 	-70.43 	55 	4.7
2017-12-23 04:07:43 	-29.86 	-71.44 	55 	4
2017-12-28 03:54:52 	-24.91 	-70.17 	53 	5.5
2017-12-30 12:54:34 	-28.02 	-71.34 	45 	4
2018-03-27 20:06:07 	-21.52 	-70.01 	78 	4
2018-01-21 09:52:05 	-22.54 	-68.92 	89 	4
2018-04-23 06:00:35 	-22.37 	-68.65 	107 	5
2018-03-22 08:03:36 	-21.41 	-68.72 	119 	4.6
2018-06-03 08:10:12 	-21.92 	-68.77 	98 	4.6
2018-07-02 09:29:51 	-23.22 	-68.91 	110 	5.1
2018-08-23 05:42:27 	-21.29 	-68.79 	108 	4.3
2018-08-29 12:24:57 	-20.72 	-68.95 	99 	4.1
2018-09-22 13:14:01 	-26.07 	-70.49 	39 	5.3
2018-09-23 05:32:11 	-24.36 	-70.04 	66 	5.6
2018-01-13 14:19:04 	-21.46 	-68.78 	116 	4.6
2018-01-15 04:58:40 	-21.72 	-68.57 	112 	4.5
2018-03-17 07:30:46 	-23.36 	-69.19 	94 	4.4
2018-03-26 06:01:49 	-24.73 	-69.49 	88 	4.6
2018-04-24 07:58:13 	-21.78 	-68.48 	140 	4.6
2018-06-23 15:27:33 	-20.96 	-69.01 	105 	4.1
2018-06-28 22:31:21 	-21.16 	-69.01 	116 	4
2018-07-03 22:15:24 	-20.84 	-69.09 	107 	4
2018-07-06 23:47:51 	-21.09 	-68.91 	112 	4.2
2018-07-07 06:07:26 	-22.71 	-70.19 	54 	4.1
2018-10-27 15:46:44 	-22.44 	-68.68 	110 	4.6
2018-02-20 10:51:04 	-20.02 	-70.51 	33 	4.1
2018-02-20 15:37:08 	-25.34 	-70.5 	18 	4.2
2018-03-08 16:41:58 	-22.94 	-69.13 	109 	4.8
2018-03-18 09:46:59 	-21.56 	-69.57 	18 	4
2018-05-22 10:40:57 	-21.29 	-68.73 	113 	4.7
2018-06-21 06:17:26 	-21.3 	-69.86 	46 	4
2018-07-21 14:39:04 	-22.25 	-68.67 	117 	4.9
2018-08-24 03:39:46 	-22.19 	-70.41 	56 	4.1
2018-02-22 22:47:38 	-20.22 	-69.18 	94 	4
2018-03-30 23:07:29 	-20.65 	-68.9 	105 	4.1
2018-04-19 10:21:13 	-20.17 	-69.4 	85 	4.1
2018-06-07 11:35:35 	-20.81 	-69.06 	115 	4.3
2018-08-01 19:55:42 	-20.4 	-69.04 	119 	4.4
2018-09-03 08:45:01 	-20.64 	-69.13 	119 	4.1
2018-11-01 06:31:09 	-22.29 	-68.75 	103 	4.9
2018-11-12 18:29:15 	-21.11 	-68.96 	112 	4.5
2018-01-24 07:46:06 	-20.31 	-69.11 	106 	5.3
2018-03-04 16:16:32 	-20.45 	-68.65 	126 	5.1
2018-04-05 11:12:12 	-20.29 	-70.53 	46 	5.4
2018-04-17 13:46:05 	-21.46 	-68.81 	103 	5
2018-05-02 09:15:18 	-20.14 	-69.17 	95 	4.7
2018-05-23 14:11:59 	-20.72 	-69.18 	99 	4
2018-05-29 01:16:11 	-20.17 	-69.04 	105 	4.9
2018-06-07 07:22:33 	-20.87 	-69.11 	107 	4.1
2018-06-12 22:23:26 	-20.78 	-69.2 	107 	4.9
2018-06-15 10:37:33 	-20.04 	-69.05 	90 	4.1
2018-09-16 13:32:26 	-20.4 	-69.93 	44 	4.2
2018-12-11 05:33:12 	-20.99 	-69.95 	68 	5.1
2018-12-16 16:27:22 	-23.44 	-69.36 	89 	5
2018-12-17 02:04:57 	-21.69 	-69.04 	94 	4.2
2018-12-24 20:55:58 	-22.09 	-68.9 	98 	4.7
2018-09-02 11:04:12 	-29.39 	-71.2 	49 	4.6
2018-09-10 08:24:15 	-28.82 	-71.52 	32 	5
2018-09-26 19:13:02 	-29.64 	-70.64 	102 	4.1
2018-11-06 19:08:30 	-29.79 	-71.48 	47 	4.1
2018-12-07 09:44:18 	-29.01 	-70.36 	97 	4.8
2018-08-12 05:13:43 	-29.72 	-71.3 	53 	4.2
2018-11-20 01:56:54 	-29.87 	-71.36 	49 	4.2
2018-08-27 09:16:03 	-29.73 	-71.48 	57 	5.1
2018-09-07 02:39:17 	-28.91 	-70.17 	97 	6.1
2018-03-24 02:51:08 	-25.69 	-69.06 	115 	4.7
2018-04-14 05:35:28 	-28.36 	-70.21 	96 	4
2018-01-20 11:31:14 	-28.98 	-71.74 	49 	5.2
2018-01-22 08:17:54 	-29.62 	-71.49 	49 	4.3
2018-01-27 09:06:48 	-29.19 	-71.13 	59 	4.2
2018-01-28 10:11:29 	-28.2 	-69.39 	127 	5.1
2018-02-06 11:54:52 	-29.39 	-71.74 	44 	4
2018-02-16 11:50:33 	-29.37 	-69.64 	123 	4.9
2018-02-20 09:38:59 	-25.34 	-70.5 	35 	5.3
2018-03-06 02:59:09 	-29.02 	-71.5 	35 	4.4
2018-03-10 05:00:37 	-27.19 	-70.23 	90 	4.4
2018-03-18 08:06:15 	-28.88 	-71.29 	40 	4
2018-03-19 16:36:20 	-27.49 	-69.92 	99 	4.4
2018-04-05 16:38:04 	-28.16 	-70.65 	68 	4.3
2018-04-15 13:16:02 	-28.98 	-70.2 	115 	4.5
2018-04-16 12:31:33 	-29.85 	-71.7 	27 	4.5
2018-04-21 07:52:55 	-27.25 	-69.27 	115 	4.4
2018-05-04 20:25:33 	-29.82 	-71.38 	49 	5
2018-05-11 20:52:35 	-29.93 	-71.63 	40 	4
2018-06-15 14:01:47 	-29.59 	-71.3 	60 	4.3
2018-06-22 04:41:00 	-28.79 	-70.72 	13 	4.9
2018-07-01 11:58:03 	-28.86 	-71.15 	44 	4.4
2018-07-21 12:49:22 	-29.87 	-71.61 	36 	4.4
2018-08-10 11:04:25 	-29.37 	-71.72 	38 	4.1
2018-08-28 04:51:40 	-29.7 	-71.3 	47 	5.1
2019-01-08 22:32:56 	-20.59 	-69.79 	24 	4.3
2019-01-30 07:44:43 	-25.87 	-70.62 	54 	5.5
2019-01-20 09:23:33 	-29.97 	-71.95 	24 	4.7
2019-01-28 03:33:36 	-29.68 	-71.28 	50 	4.5
2019-02-25 15:28:44 	-29.78 	-71.65 	36 	5.3
2020-06-03 07:35:34 	-23.25 	-68.53 	123 	6.9
2020-05-13 22:43:07 	-27.75 	-70.95 	69 	4
2020-10-21 09:13:07 	-25.57 	-70.83 	24 	5.6
2020-08-27 20:55:39 	-28.11 	-71.33 	43 	4.5
2020-04-02 02:30:45 	-26.19 	-70.54 	59 	4.9
2019-03-14 17:59:48 	-27.99 	-70.05 	90 	3.7
2018-09-16 12:46:44 	-27.37 	-70.84 	47 	3.6
2019-06-09 22:00:54 	-27.37 	-71.21 	17 	4.1
2020-07-26 23:26:22 	-28.96 	-71.39 	55 	3.7
2019-10-10 18:34:06 	-26.32 	-70.71 	42 	3.4
2020-08-24 16:25:06 	-29.22 	-71.2 	75 	3.5
2018-08-24 19:16:22 	-27.55 	-70.19 	91 	3.4
2019-04-07 15:30:08 	-28.43 	-70.12 	88 	3.7
2019-01-14 20:14:48 	-27.05 	-70.16 	98 	3.9
2019-10-23 23:57:22 	-26.32 	-70.78 	42 	3.7
2020-08-25 22:44:29 	-26.17 	-69.48 	16 	4.7
2019-05-26 13:34:35 	-25.96 	-69.05 	121 	4.1
2019-07-12 17:08:37 	-27.63 	-70.21 	88 	3.6
2020-07-22 22:25:11 	-27.3 	-70.08 	99 	4.9
2019-11-27 07:43:47 	-28.59 	-70.93 	65 	3.2
2018-10-15 16:21:00 	-27.78 	-69.26 	49 	4.3
2020-02-29 15:45:28 	-25.84 	-69.35 	107 	4.4
2018-10-28 16:22:37 	-27.49 	-71.1 	45 	3.8
2019-07-31 11:01:59 	-28.41 	-70.94 	72 	3.8
2020-02-06 06:51:16 	-29.34 	-70.64 	87 	4.1
2019-09-01 14:50:08 	-27.48 	-70.26 	101 	4.3
2020-02-07 05:27:31 	-26.46 	-70.69 	50 	3.6
2020-02-10 02:00:58 	-29.32 	-70.67 	78 	3.3
2020-03-28 19:23:34 	-26.26 	-69.57 	15 	3.3
2019-09-13 00:58:51 	-27.35 	-70.87 	37 	3.2
2019-06-01 15:22:57 	-27.12 	-70.91 	35 	3.9
2019-12-17 22:38:17 	-27.04 	-69.33 	122 	4.1
2019-12-22 11:31:07 	-27.91 	-71.29 	26 	3.9
2019-10-08 14:04:11 	-27.35 	-70.97 	33 	3.7
2019-11-21 15:13:56 	-27.76 	-70.56 	65 	4.4
2020-03-02 17:10:58 	-27.67 	-70.34 	88 	3.8
2020-01-06 08:10:57 	-27.21 	-71.11 	25 	3.8
2020-04-14 12:04:30 	-25.81 	-69.35 	25 	5.2
